Trabajador;Cédula;Fecha;Entrada;Salida;Minutos Tarde;Observación
Harrison Rengifo;45635370;2025-02-12;08:07;15:41;37;Tarde
David Morales;21921606;2025-04-08;07:53;15:41;23;Tarde
Santiago Puerta;83751908;2025-06-24;08:02;16:32;32;Tarde
Maria Sanchez;15845640;2025-04-15;07:39;16:00;9;Tarde
Laura Gomez;18156804;2025-02-14;08:17;16:04;47;Tarde
David Morales;94821015;2025-07-29;08:22;16:30;52;Tarde
Laura Gomez;80578170;2025-08-05;07:48;15:31;18;Tarde
Samuel Bernal;93903665;2025-05-10;07:35;15:59;5;Tarde
David Morales;95046452;2025-08-10;08:15;16:34;45;Tarde
Laura Gomez;49434853;2025-03-07;08:14;16:33;44;Tarde
Sebastian Garcia;86898547;2025-07-07;08:20;16:09;50;Tarde
Santiago Puerta;83512869;2025-03-31;08:11;16:07;41;Tarde
Ana Torres;36416953;2025-07-30;07:49;16:04;19;Tarde
Cristian Sierra;99615674;2025-08-10;07:47;15:44;17;Tarde
Laura Gomez;81174804;2025-04-13;08:04;16:21;34;Tarde
Carlos Perez;94674455;2025-03-01;07:46;15:49;16;Tarde
Ana Torres;88350734;2025-06-23;07:56;16:02;26;Tarde
David Morales;65704115;2025-05-25;07:45;16:14;15;Tarde
Laura Gomez;46700451;2025-01-23;07:43;15:36;13;Tarde
Carlos Perez;90701463;2025-04-20;08:04;15:43;34;Tarde
Sebastian Garcia;19295351;2025-02-02;07:39;15:22;9;Tarde
Cristian Sierra;76453183;2025-08-01;07:44;15:46;14;Tarde
Carlos Perez;96349962;2025-01-18;08:07;16:26;37;Tarde
Santiago Puerta;18070943;2025-03-19;07:58;16:00;28;Tarde
Carlos Perez;11628191;2025-04-07;08:12;15:55;42;Tarde
Ana Torres;35808453;2025-05-07;07:42;15:44;12;Tarde
Harrison Rengifo;63252207;2025-01-22;08:18;16:32;48;Tarde
Harrison Rengifo;19577088;2025-08-20;08:13;15:45;43;Tarde
Cristian Sierra;11075374;2025-05-15;07:34;15:42;4;Tarde
Samuel Bernal;17168672;2025-08-09;08:05;16:03;35;Tarde
Samuel Bernal;62233040;2025-06-17;08:09;16:29;39;Tarde
Laura Gomez;61247132;2025-03-13;07:46;16:16;16;Tarde
Harrison Rengifo;32018659;2025-03-20;08:25;16:54;55;Tarde
Santiago Puerta;47993807;2025-06-12;08:01;15:49;31;Tarde
Santiago Puerta;18139276;2025-05-31;08:06;16:01;36;Tarde
Samuel Bernal;29230549;2025-05-05;08:04;16:12;34;Tarde
Cristian Sierra;67485938;2025-05-05;08:08;16:25;38;Tarde
Santiago Puerta;33961492;2025-05-07;07:55;15:28;25;Tarde
Harrison Rengifo;38689305;2025-07-17;08:28;16:34;58;Tarde
Ana Torres;63610583;2025-02-12;08:17;16:39;47;Tarde
Cristian Sierra;30438622;2025-04-13;07:30;15:52;0;-
Cristian Sierra;72578823;2025-07-23;07:54;15:49;24;Tarde
David Morales;56115327;2025-04-24;08:02;15:45;32;Tarde
Maria Sanchez;55534936;2025-08-24;08:24;16:22;54;Tarde
Ana Torres;32781196;2025-08-06;08:03;16:25;33;Tarde
Santiago Puerta;93626240;2025-02-15;08:10;16:38;40;Tarde
Carlos Perez;39788861;2025-07-24;08:07;15:45;37;Tarde
Ana Torres;78099049;2025-02-25;08:20;16:31;50;Tarde
Maria Sanchez;67249792;2025-02-25;07:43;15:52;13;Tarde
Ana Torres;84749074;2025-03-16;08:18;16:01;48;Tarde
Laura Gomez;96652437;2025-01-29;08:22;16:36;52;Tarde
Sebastian Garcia;93820632;2025-08-01;08:19;16:33;49;Tarde
Samuel Bernal;50734640;2025-05-16;07:54;15:38;24;Tarde
Samuel Bernal;38501839;2025-04-04;08:03;16:27;33;Tarde
Laura Gomez;69423630;2025-08-05;08:11;16:10;41;Tarde
Harrison Rengifo;28660457;2025-04-24;07:46;15:34;16;Tarde
Carlos Perez;91014149;2025-03-06;08:27;16:03;57;Tarde
Santiago Puerta;19361259;2025-08-22;08:20;16:49;50;Tarde
Ana Torres;21631933;2025-02-06;08:22;16:46;52;Tarde
Laura Gomez;81557655;2025-08-22;08:16;16:30;46;Tarde
Laura Gomez;28517990;2025-05-28;08:02;15:50;32;Tarde
Laura Gomez;46239161;2025-01-12;08:26;16:36;56;Tarde
Santiago Puerta;85975807;2025-05-02;08:06;15:39;36;Tarde
Sebastian Garcia;73717478;2025-07-10;08:13;16:38;43;Tarde
Carlos Perez;17910459;2025-06-10;07:57;16:21;27;Tarde
Carlos Perez;85548399;2025-01-05;07:32;15:57;2;Tarde
Santiago Puerta;70081807;2025-08-25;07:55;16:22;25;Tarde
Harrison Rengifo;13719935;2025-02-03;07:45;15:41;15;Tarde
Harrison Rengifo;89858917;2025-06-19;08:10;15:50;40;Tarde
Santiago Puerta;85776340;2025-04-07;07:45;15:40;15;Tarde
Sebastian Garcia;58948207;2025-05-04;08:06;16:28;36;Tarde
Sebastian Garcia;73469145;2025-06-18;08:14;16:03;44;Tarde
David Morales;54598202;2025-05-23;08:22;16:27;52;Tarde
Carlos Perez;48267986;2025-03-10;08:09;16:03;39;Tarde
Santiago Puerta;24948434;2025-07-05;08:16;16:23;46;Tarde
Carlos Perez;28778583;2025-06-28;08:11;16:15;41;Tarde
Sebastian Garcia;93373906;2025-01-11;07:41;15:42;11;Tarde
Cristian Sierra;86605366;2025-03-19;08:25;16:37;55;Tarde
Laura Gomez;59602599;2025-04-04;08:04;16:24;34;Tarde
Laura Gomez;86934699;2025-03-04;07:55;15:36;25;Tarde
David Morales;58306514;2025-06-17;08:08;15:45;38;Tarde
Carlos Perez;50397011;2025-07-04;08:20;16:40;50;Tarde
Ana Torres;47910495;2025-02-13;08:16;16:08;46;Tarde
Maria Sanchez;53148485;2025-08-27;08:20;16:05;50;Tarde
David Morales;96878856;2025-02-15;07:36;15:18;6;Tarde
David Morales;87831370;2025-03-18;07:58;16:12;28;Tarde
Maria Sanchez;63596421;2025-06-08;08:23;16:04;53;Tarde
Harrison Rengifo;81485340;2025-04-05;07:57;16:00;27;Tarde
Carlos Perez;70635821;2025-06-16;07:44;15:56;14;Tarde
Cristian Sierra;12180327;2025-02-10;08:03;15:48;33;Tarde
Sebastian Garcia;57049086;2025-01-09;08:00;16:28;30;Tarde
Sebastian Garcia;55844476;2025-08-04;07:58;15:59;28;Tarde
Maria Sanchez;55450910;2025-05-16;07:33;16:03;3;Tarde
Laura Gomez;71376549;2025-04-12;07:33;15:32;3;Tarde
David Morales;76708895;2025-02-02;08:15;16:36;45;Tarde
David Morales;77038663;2025-02-11;07:58;16:17;28;Tarde
Laura Gomez;27870546;2025-05-16;07:58;15:39;28;Tarde
Samuel Bernal;61864932;2025-06-21;07:56;15:58;26;Tarde
Sebastian Garcia;81958285;2025-03-18;08:11;16:29;41;Tarde
Sebastian Garcia;71246336;2025-05-29;07:31;15:54;1;Tarde
Samuel Bernal;16964468;2025-04-09;07:57;15:53;27;Tarde
Cristian Sierra;95973708;2025-02-28;08:15;16:02;45;Tarde
Samuel Bernal;64447746;2025-05-31;08:16;16:42;46;Tarde
Cristian Sierra;24019597;2025-03-04;07:38;15:54;8;Tarde
Ana Torres;34903718;2025-07-30;07:54;15:54;24;Tarde
Samuel Bernal;17737825;2025-04-17;07:45;16:05;15;Tarde
Laura Gomez;98806265;2025-05-22;07:48;15:59;18;Tarde
Laura Gomez;20699210;2025-04-09;07:36;15:48;6;Tarde
David Morales;78093300;2025-03-18;07:51;15:43;21;Tarde
Samuel Bernal;50811080;2025-02-19;07:57;15:28;27;Tarde
Santiago Puerta;49081434;2025-04-23;08:25;16:52;55;Tarde
Ana Torres;55714243;2025-08-08;08:03;16:24;33;Tarde
Samuel Bernal;11116204;2025-01-07;07:41;15:24;11;Tarde
Laura Gomez;96613347;2025-03-18;08:26;16:24;56;Tarde
Cristian Sierra;93570868;2025-05-30;08:01;16:08;31;Tarde
Maria Sanchez;12774646;2025-06-15;07:40;15:13;10;Tarde
Carlos Perez;92839193;2025-06-18;08:12;16:08;42;Tarde
Harrison Rengifo;67072666;2025-04-20;08:11;16:26;41;Tarde
Laura Gomez;27885648;2025-03-18;08:04;15:34;34;Tarde
Ana Torres;61938775;2025-07-13;07:30;15:15;0;-
Maria Sanchez;80661698;2025-04-15;07:50;15:47;20;Tarde
David Morales;21118659;2025-05-12;07:37;15:27;7;Tarde
Ana Torres;25690467;2025-04-19;07:32;15:22;2;Tarde
Maria Sanchez;54670281;2025-02-10;07:47;16:06;17;Tarde
Sebastian Garcia;38822646;2025-03-17;07:38;15:31;8;Tarde
Sebastian Garcia;40679943;2025-03-30;07:37;15:51;7;Tarde
Harrison Rengifo;76657105;2025-04-13;08:07;16:20;37;Tarde
Carlos Perez;56661747;2025-03-04;08:21;16:11;51;Tarde
Sebastian Garcia;76110650;2025-08-04;07:35;15:38;5;Tarde
Cristian Sierra;57390789;2025-03-09;07:30;15:50;0;-
Sebastian Garcia;10086355;2025-07-11;08:01;16:27;31;Tarde
Carlos Perez;26042275;2025-02-16;08:18;16:17;48;Tarde
Laura Gomez;73492259;2025-07-24;07:35;15:39;5;Tarde
Samuel Bernal;91369171;2025-06-18;08:04;16:32;34;Tarde
Sebastian Garcia;82969519;2025-05-29;07:31;15:31;1;Tarde
Cristian Sierra;58273507;2025-03-15;07:41;15:29;11;Tarde
Cristian Sierra;29512481;2025-05-02;07:36;15:51;6;Tarde
Maria Sanchez;16957331;2025-03-20;07:31;15:49;1;Tarde
Carlos Perez;99236631;2025-08-14;08:12;16:23;42;Tarde
Carlos Perez;43917533;2025-04-03;08:24;16:28;54;Tarde
Samuel Bernal;67068892;2025-05-28;07:34;15:34;4;Tarde
Maria Sanchez;38148377;2025-07-18;07:31;15:33;1;Tarde
David Morales;21619518;2025-08-28;08:21;16:39;51;Tarde
David Morales;28549126;2025-04-26;08:28;16:22;58;Tarde
Samuel Bernal;44240328;2025-08-03;08:28;16:15;58;Tarde
David Morales;56734732;2025-04-27;08:18;16:44;48;Tarde
Maria Sanchez;36578927;2025-06-12;08:03;16:07;33;Tarde
Santiago Puerta;59398202;2025-06-03;07:38;15:22;8;Tarde
Sebastian Garcia;76713156;2025-08-24;08:23;16:23;53;Tarde
Laura Gomez;78297506;2025-03-06;08:10;15:51;40;Tarde
David Morales;12946764;2025-01-14;08:12;15:59;42;Tarde
Santiago Puerta;52474816;2025-04-23;08:19;16:37;49;Tarde
Ana Torres;77372334;2025-03-10;07:41;15:48;11;Tarde
Samuel Bernal;37382765;2025-03-17;07:35;15:48;5;Tarde
Laura Gomez;68158956;2025-03-22;07:52;15:24;22;Tarde
Carlos Perez;92939092;2025-06-06;07:31;15:55;1;Tarde
Samuel Bernal;86567340;2025-04-10;07:53;15:24;23;Tarde
Harrison Rengifo;36954480;2025-02-14;07:44;15:41;14;Tarde
Ana Torres;65418071;2025-08-09;07:57;15:58;27;Tarde
Sebastian Garcia;50649545;2025-01-03;07:51;15:36;21;Tarde
Carlos Perez;10466331;2025-04-10;08:06;15:36;36;Tarde
David Morales;47945855;2025-05-16;07:47;15:58;17;Tarde
Cristian Sierra;75273832;2025-05-15;08:13;16:08;43;Tarde
Carlos Perez;89790684;2025-01-25;08:04;15:41;34;Tarde
Harrison Rengifo;69644491;2025-08-18;08:01;15:57;31;Tarde
Sebastian Garcia;30436856;2025-03-29;07:38;15:14;8;Tarde
Harrison Rengifo;66061065;2025-07-30;07:33;16:01;3;Tarde
David Morales;27414787;2025-05-07;07:54;15:30;24;Tarde
David Morales;76647672;2025-03-14;07:30;15:40;0;-
Santiago Puerta;88419321;2025-04-16;08:25;16:07;55;Tarde
David Morales;88050957;2025-06-19;08:20;16:48;50;Tarde
Harrison Rengifo;73587128;2025-01-23;08:23;16:25;53;Tarde
Cristian Sierra;95422025;2025-03-24;08:10;16:40;40;Tarde
Santiago Puerta;13736102;2025-03-20;07:34;15:38;4;Tarde
Samuel Bernal;70372056;2025-01-11;07:43;16:12;13;Tarde
Maria Sanchez;72003476;2025-04-15;07:45;15:19;15;Tarde
Samuel Bernal;75255616;2025-02-12;07:44;15:54;14;Tarde
Harrison Rengifo;33316270;2025-02-20;08:14;16:09;44;Tarde
David Morales;89020785;2025-05-21;08:08;15:51;38;Tarde
Cristian Sierra;29203432;2025-04-27;08:25;16:55;55;Tarde
Samuel Bernal;97737828;2025-05-09;07:34;15:34;4;Tarde
Sebastian Garcia;56897679;2025-01-28;07:49;15:34;19;Tarde
Carlos Perez;99799182;2025-01-26;08:04;16:30;34;Tarde
Harrison Rengifo;61556988;2025-05-01;08:10;16:38;40;Tarde
Cristian Sierra;71924546;2025-02-12;08:10;16:34;40;Tarde
Carlos Perez;37775270;2025-04-28;08:14;16:10;44;Tarde
Cristian Sierra;75766103;2025-04-07;07:47;15:38;17;Tarde
Samuel Bernal;61087206;2025-01-20;07:54;16:10;24;Tarde
Ana Torres;34651751;2025-04-20;08:04;15:45;34;Tarde
Ana Torres;58807969;2025-08-16;08:01;15:58;31;Tarde
Maria Sanchez;27360627;2025-07-09;07:42;15:29;12;Tarde
Cristian Sierra;54307125;2025-01-08;07:44;15:33;14;Tarde
David Morales;69328397;2025-04-14;08:22;16:34;52;Tarde
Carlos Perez;69859895;2025-04-24;07:36;15:19;6;Tarde
Ana Torres;22099094;2025-04-30;07:48;15:25;18;Tarde
Maria Sanchez;21770215;2025-07-11;07:30;15:09;0;-
Laura Gomez;76895891;2025-06-24;08:25;16:01;55;Tarde
Laura Gomez;37854059;2025-08-05;07:55;16:03;25;Tarde
Cristian Sierra;61113520;2025-05-09;08:15;16:31;45;Tarde
Maria Sanchez;59695035;2025-05-18;08:13;16:19;43;Tarde
Maria Sanchez;48377433;2025-05-18;08:18;16:08;48;Tarde
Cristian Sierra;43020384;2025-03-25;07:39;15:24;9;Tarde
Ana Torres;95567488;2025-02-14;08:27;16:22;57;Tarde
Santiago Puerta;67628111;2025-03-15;08:22;16:31;52;Tarde
Santiago Puerta;63809297;2025-05-08;07:41;15:51;11;Tarde
Maria Sanchez;77573638;2025-07-24;08:16;16:10;46;Tarde
David Morales;22392977;2025-06-05;08:08;15:42;38;Tarde
Carlos Perez;63126097;2025-05-16;07:31;15:42;1;Tarde
Ana Torres;25505226;2025-02-24;08:27;15:59;57;Tarde
Sebastian Garcia;25424389;2025-08-16;08:23;16:27;53;Tarde
David Morales;63822390;2025-04-08;07:34;15:54;4;Tarde
Cristian Sierra;87996238;2025-07-02;08:12;16:39;42;Tarde
Cristian Sierra;57250078;2025-06-13;08:10;16:23;40;Tarde
Cristian Sierra;89432327;2025-07-27;08:02;16:04;32;Tarde
Laura Gomez;72717546;2025-05-13;08:01;16:13;31;Tarde
David Morales;27154267;2025-03-07;08:28;16:47;58;Tarde
Ana Torres;93730122;2025-06-10;08:08;16:16;38;Tarde
Carlos Perez;38096970;2025-02-08;08:25;16:44;55;Tarde
Cristian Sierra;30836529;2025-03-29;08:00;15:57;30;Tarde
Santiago Puerta;77297570;2025-01-12;07:30;15:00;0;-
Laura Gomez;49540841;2025-06-01;07:50;16:15;20;Tarde
Cristian Sierra;76809463;2025-07-28;08:11;15:50;41;Tarde
Santiago Puerta;46775596;2025-02-22;08:16;16:46;46;Tarde
Sebastian Garcia;28228972;2025-04-19;08:02;16:18;32;Tarde
Laura Gomez;97021473;2025-08-15;08:07;16:12;37;Tarde
Samuel Bernal;82608459;2025-02-09;08:17;16:18;47;Tarde
Carlos Perez;78277067;2025-03-01;08:16;15:56;46;Tarde
Carlos Perez;89368849;2025-03-14;07:58;15:40;28;Tarde
Samuel Bernal;79182891;2025-02-12;07:35;15:43;5;Tarde
Sebastian Garcia;53480815;2025-06-21;07:47;15:36;17;Tarde
Cristian Sierra;45648196;2025-08-22;08:16;16:01;46;Tarde
Maria Sanchez;92145370;2025-08-26;08:06;16:09;36;Tarde
Carlos Perez;80439528;2025-05-11;08:25;16:25;55;Tarde
David Morales;81381094;2025-03-16;07:30;15:13;0;-
Maria Sanchez;61750097;2025-06-23;08:27;16:23;57;Tarde
Cristian Sierra;20478036;2025-05-27;08:12;15:47;42;Tarde
Samuel Bernal;92842316;2025-02-28;07:47;15:35;17;Tarde
Cristian Sierra;17831284;2025-05-07;07:59;15:57;29;Tarde
Ana Torres;57355689;2025-01-23;08:29;16:08;59;Tarde
Laura Gomez;10698564;2025-07-03;08:03;15:48;33;Tarde
Santiago Puerta;72512385;2025-06-05;07:43;15:26;13;Tarde
Sebastian Garcia;56733378;2025-01-20;08:08;15:46;38;Tarde
Samuel Bernal;10170066;2025-02-01;07:50;15:54;20;Tarde
Sebastian Garcia;45694637;2025-03-01;08:23;16:11;53;Tarde
Ana Torres;46293164;2025-08-05;08:26;16:29;56;Tarde
Ana Torres;85772118;2025-06-13;08:23;16:33;53;Tarde
Maria Sanchez;43821747;2025-08-18;07:41;15:56;11;Tarde
Carlos Perez;95989983;2025-05-06;07:52;16:04;22;Tarde
Samuel Bernal;17087307;2025-04-09;08:01;15:55;31;Tarde
Samuel Bernal;40737278;2025-02-17;08:04;15:43;34;Tarde
Samuel Bernal;80546389;2025-01-12;07:45;15:26;15;Tarde
Santiago Puerta;95590632;2025-07-29;07:47;15:43;17;Tarde
Maria Sanchez;33415919;2025-08-16;07:49;15:38;19;Tarde
Harrison Rengifo;88369376;2025-02-15;08:05;16:35;35;Tarde
Maria Sanchez;76454446;2025-01-16;07:54;15:31;24;Tarde
Samuel Bernal;24551809;2025-04-23;07:59;16:28;29;Tarde
Samuel Bernal;89375012;2025-05-08;08:14;16:09;44;Tarde
Cristian Sierra;37554275;2025-04-05;07:59;15:52;29;Tarde
Cristian Sierra;73939225;2025-01-07;08:13;16:14;43;Tarde
Cristian Sierra;63051590;2025-05-15;08:10;15:59;40;Tarde
Sebastian Garcia;43707344;2025-01-23;07:31;15:10;1;Tarde
Carlos Perez;31998674;2025-01-11;08:12;16:34;42;Tarde
David Morales;32787079;2025-02-02;07:40;15:40;10;Tarde
Samuel Bernal;72246948;2025-07-01;08:24;16:30;54;Tarde
Maria Sanchez;43081504;2025-07-08;08:06;16:35;36;Tarde
Maria Sanchez;69422093;2025-04-23;07:40;15:48;10;Tarde
David Morales;32907163;2025-01-02;08:10;16:02;40;Tarde
David Morales;65261187;2025-01-04;07:49;16:09;19;Tarde
Samuel Bernal;38712289;2025-06-04;08:28;15:59;58;Tarde
Santiago Puerta;94146975;2025-04-27;08:14;16:34;44;Tarde
Cristian Sierra;50887281;2025-03-20;07:32;15:44;2;Tarde
Cristian Sierra;80190365;2025-06-19;08:16;16:29;46;Tarde
Harrison Rengifo;55668636;2025-05-31;07:41;15:29;11;Tarde
Samuel Bernal;83791141;2025-04-11;08:20;16:47;50;Tarde
Cristian Sierra;54704187;2025-02-16;07:45;16:15;15;Tarde
Sebastian Garcia;83674650;2025-07-12;08:04;16:18;34;Tarde
Santiago Puerta;52968907;2025-05-24;08:23;16:34;53;Tarde
Ana Torres;99025249;2025-08-08;08:14;16:24;44;Tarde
David Morales;30832872;2025-01-18;08:23;16:26;53;Tarde
Maria Sanchez;31988805;2025-07-26;07:39;16:02;9;Tarde
David Morales;85507152;2025-02-12;08:01;15:41;31;Tarde
Laura Gomez;46638804;2025-08-05;08:10;16:23;40;Tarde
David Morales;13275409;2025-06-30;07:51;16:01;21;Tarde
Maria Sanchez;92757531;2025-07-19;08:22;16:44;52;Tarde
Ana Torres;67338002;2025-01-27;08:04;16:15;34;Tarde
Samuel Bernal;72539640;2025-08-08;08:02;15:35;32;Tarde
Maria Sanchez;26956433;2025-04-07;07:39;15:10;9;Tarde
Harrison Rengifo;61481997;2025-08-14;08:21;16:35;51;Tarde
Harrison Rengifo;86475531;2025-03-19;08:27;16:50;57;Tarde
Ana Torres;30793431;2025-03-23;07:36;15:41;6;Tarde
Harrison Rengifo;47999905;2025-06-19;07:32;15:22;2;Tarde
Harrison Rengifo;54733970;2025-03-14;07:30;15:04;0;-
Santiago Puerta;83652349;2025-06-29;08:25;16:19;55;Tarde
Cristian Sierra;22262013;2025-07-25;07:34;16:04;4;Tarde
David Morales;15404425;2025-03-29;08:03;16:18;33;Tarde
David Morales;31916339;2025-04-13;08:17;15:58;47;Tarde
Santiago Puerta;97178593;2025-07-28;08:13;16:38;43;Tarde
David Morales;46450414;2025-07-16;07:33;15:55;3;Tarde
David Morales;21642205;2025-07-16;07:36;15:45;6;Tarde
Ana Torres;74410152;2025-07-17;08:15;15:50;45;Tarde
Cristian Sierra;59199863;2025-08-01;07:58;15:59;28;Tarde
David Morales;24227149;2025-06-13;08:03;16:19;33;Tarde
Harrison Rengifo;56857772;2025-08-04;08:02;16:17;32;Tarde
Santiago Puerta;77094511;2025-04-28;07:52;15:48;22;Tarde
Samuel Bernal;41967333;2025-01-20;08:09;15:55;39;Tarde
Cristian Sierra;39348751;2025-04-03;07:57;15:43;27;Tarde
Ana Torres;40503995;2025-03-25;07:32;15:18;2;Tarde
David Morales;61998629;2025-02-08;08:14;16:16;44;Tarde
David Morales;47810559;2025-04-05;07:50;15:27;20;Tarde
Maria Sanchez;60144357;2025-04-23;08:04;15:52;34;Tarde
Cristian Sierra;66394809;2025-08-22;08:29;16:34;59;Tarde
Carlos Perez;34988227;2025-08-25;07:32;15:13;2;Tarde
David Morales;46826209;2025-03-31;08:10;15:56;40;Tarde
Harrison Rengifo;48625275;2025-05-28;08:24;16:37;54;Tarde
Santiago Puerta;50848282;2025-03-27;08:23;16:28;53;Tarde
Carlos Perez;39136324;2025-04-05;07:48;15:26;18;Tarde
Maria Sanchez;25725980;2025-01-27;07:56;15:59;26;Tarde
Harrison Rengifo;21115709;2025-04-27;08:01;16:29;31;Tarde
Samuel Bernal;34266878;2025-06-01;08:03;16:09;33;Tarde
Sebastian Garcia;19088824;2025-03-27;08:08;16:02;38;Tarde
Harrison Rengifo;76434471;2025-02-10;08:26;16:05;56;Tarde
Laura Gomez;60718970;2025-03-21;08:05;16:32;35;Tarde
Santiago Puerta;29470893;2025-05-05;07:57;16:07;27;Tarde
Santiago Puerta;70446808;2025-06-27;08:13;16:10;43;Tarde
Harrison Rengifo;89236671;2025-04-16;08:07;16:16;37;Tarde
David Morales;38496222;2025-04-12;08:04;15:47;34;Tarde
Sebastian Garcia;15420687;2025-06-16;08:29;16:59;59;Tarde
Santiago Puerta;92988365;2025-03-31;07:38;15:19;8;Tarde
Harrison Rengifo;86363386;2025-03-29;08:05;15:50;35;Tarde
Maria Sanchez;60713265;2025-04-06;07:46;15:42;16;Tarde
Samuel Bernal;85707953;2025-06-14;07:52;16:12;22;Tarde
David Morales;40234290;2025-05-16;07:39;15:43;9;Tarde
Carlos Perez;63949262;2025-08-25;08:30;16:48;60;Tarde
David Morales;82900080;2025-06-14;08:14;16:27;44;Tarde
Maria Sanchez;14430665;2025-02-08;08:17;16:39;47;Tarde
Sebastian Garcia;25539607;2025-05-26;07:43;16:10;13;Tarde
Laura Gomez;77585656;2025-05-14;07:47;15:34;17;Tarde
Ana Torres;49661734;2025-06-22;08:01;15:44;31;Tarde
Sebastian Garcia;97704572;2025-07-24;08:00;15:39;30;Tarde
Santiago Puerta;88744642;2025-05-12;07:45;15:25;15;Tarde
Sebastian Garcia;48263322;2025-08-21;07:51;15:59;21;Tarde
David Morales;91127299;2025-02-18;07:51;16:09;21;Tarde
Santiago Puerta;93018916;2025-06-27;07:44;15:48;14;Tarde
Maria Sanchez;99573939;2025-01-22;07:51;16:17;21;Tarde
Ana Torres;51949734;2025-02-13;07:35;15:44;5;Tarde
Ana Torres;98357277;2025-03-25;07:54;16:24;24;Tarde
Cristian Sierra;52206330;2025-04-05;08:25;16:45;55;Tarde
Santiago Puerta;91035938;2025-05-07;07:32;16:01;2;Tarde
David Morales;16475921;2025-08-13;08:01;15:42;31;Tarde
Samuel Bernal;39312225;2025-06-18;08:09;16:21;39;Tarde
Laura Gomez;23705395;2025-08-22;07:36;15:55;6;Tarde
David Morales;31137153;2025-07-11;08:06;15:38;36;Tarde
Cristian Sierra;68023265;2025-01-20;08:23;16:43;53;Tarde
David Morales;61496875;2025-07-12;07:34;15:05;4;Tarde
Carlos Perez;34124053;2025-03-30;07:43;15:52;13;Tarde
Santiago Puerta;36230617;2025-01-18;08:25;16:28;55;Tarde
Laura Gomez;52739762;2025-01-03;07:31;15:46;1;Tarde
Samuel Bernal;68325257;2025-06-13;08:10;15:54;40;Tarde
Cristian Sierra;82891658;2025-06-27;08:08;15:51;38;Tarde
Maria Sanchez;58353218;2025-08-21;08:07;16:05;37;Tarde
Cristian Sierra;10317394;2025-03-16;07:45;15:48;15;Tarde
Maria Sanchez;61998032;2025-04-12;08:00;15:41;30;Tarde
Maria Sanchez;48649573;2025-08-26;07:35;15:34;5;Tarde
Sebastian Garcia;28129687;2025-03-28;08:03;16:03;33;Tarde
Sebastian Garcia;90277462;2025-01-07;08:05;16:25;35;Tarde
Sebastian Garcia;36464418;2025-01-25;08:00;15:35;30;Tarde
Maria Sanchez;29998241;2025-08-13;08:01;16:12;31;Tarde
Laura Gomez;43330139;2025-07-26;08:04;15:51;34;Tarde
Sebastian Garcia;23760300;2025-07-26;08:29;16:12;59;Tarde
Santiago Puerta;30322874;2025-05-05;07:50;15:33;20;Tarde
Maria Sanchez;27024063;2025-06-06;07:38;15:50;8;Tarde
Ana Torres;64339100;2025-07-14;08:12;15:48;42;Tarde
Ana Torres;49362416;2025-08-24;08:21;16:50;51;Tarde
Laura Gomez;31429129;2025-05-08;07:34;15:13;4;Tarde
Maria Sanchez;88285071;2025-08-16;07:48;15:35;18;Tarde
Maria Sanchez;17532639;2025-04-16;07:32;15:13;2;Tarde
Laura Gomez;89139052;2025-06-06;08:30;16:50;60;Tarde
Cristian Sierra;32377212;2025-04-07;08:03;15:34;33;Tarde
Ana Torres;40156769;2025-01-16;07:40;15:30;10;Tarde
Cristian Sierra;43330630;2025-04-17;08:08;15:57;38;Tarde
Laura Gomez;83792191;2025-05-27;07:59;15:41;29;Tarde
Maria Sanchez;48052024;2025-06-19;08:11;16:11;41;Tarde
Harrison Rengifo;66535747;2025-04-24;07:46;15:36;16;Tarde
Cristian Sierra;16616532;2025-06-03;07:55;16:21;25;Tarde
Laura Gomez;93879453;2025-08-14;08:12;16:35;42;Tarde
Laura Gomez;30374598;2025-03-19;07:52;15:39;22;Tarde
Sebastian Garcia;70798911;2025-02-15;07:32;15:54;2;Tarde
Samuel Bernal;18967797;2025-01-16;08:28;16:54;58;Tarde
Harrison Rengifo;30539673;2025-03-09;07:48;16:05;18;Tarde
Laura Gomez;63691942;2025-02-26;07:34;15:11;4;Tarde
David Morales;86633240;2025-02-25;08:10;16:29;40;Tarde
Carlos Perez;30193881;2025-03-28;07:52;15:59;22;Tarde
David Morales;12287048;2025-05-24;07:54;16:15;24;Tarde
Santiago Puerta;11794428;2025-04-12;08:16;16:37;46;Tarde
Harrison Rengifo;49287670;2025-04-15;07:39;15:49;9;Tarde
Maria Sanchez;49713594;2025-05-19;07:36;15:57;6;Tarde
Cristian Sierra;18127033;2025-02-12;07:45;15:43;15;Tarde
Carlos Perez;63596737;2025-07-01;08:25;16:14;55;Tarde
Carlos Perez;18891559;2025-02-14;07:46;15:20;16;Tarde
Cristian Sierra;95723258;2025-06-15;08:18;16:48;48;Tarde
Sebastian Garcia;48014110;2025-05-25;07:40;15:18;10;Tarde
David Morales;21892438;2025-01-12;07:49;15:27;19;Tarde
David Morales;37066728;2025-04-17;08:01;16:02;31;Tarde
Ana Torres;69866277;2025-01-29;08:16;16:12;46;Tarde
Ana Torres;83009436;2025-02-18;08:07;16:16;37;Tarde
Carlos Perez;65768012;2025-07-05;07:57;15:51;27;Tarde
Santiago Puerta;26638321;2025-02-18;07:59;15:40;29;Tarde
